Standard,Category,Style Name,Internal Name
hi-tech04302025,FeatureControlFrame,Feature Control Frame (ANSI),1:Feature Control Frame (ANSI) 
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Weld,Weld Symbol (ANSI),"1:Weld Symbol (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,SurfaceTexture,Surface Texture (ANSI),"1:Surface Texture (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech04302025,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech04302025,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech04302025,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech04302025,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech04302025,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech04302025,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech04302025,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech04302025,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech04302025,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech04302025,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech04302025,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech04302025,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech04302025,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech04302025,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech04302025,TransitionSymbol,Transition Symbol (Object Defaults (ANSI)),"1:Transition Symbol (Object Defaults (ANSI))
"
hi-tech04302025,EdgeSymbol,Edge Symbol (Object Defaults (ANSI)),"1:Edge Symbol (Object Defaults (ANSI))
"
hi-tech04302025,ViewAnnotation,View Annotation (ANSI) Listing,"1:View Annotation (ANSI)
"
hi-tech04302025,RevisionTable,Revision Table (ANSI),"1:Revision Table_Note Text (ANSI)
"
hi-tech04302025,Table,Table (ANSI),"1:Table (ANSI)
"
hi-tech04302025,HoleTable,Punch Table (ANSI),"1:Punch Table (ANSI)
"
hi-tech04302025,HoleTable,Hole Table (ANSI),"1:Hole Table (ANSI)
"
hi-tech04302025,Layers,Background Objects,"1:Copy (1) of Copy (1) of Bend Centerline (ANSI)
"
hi-tech04302025,Layers,Referenced Objects,"1:Copy (1) of Bend Centerline (ANSI)
"
hi-tech04302025,Layers,Overlay (ANSI),"1:Overlay (ANSI)
"
hi-tech04302025,Layers,3D Sketch Geometry (ANSI),"1:3D Sketch Geometry (ANSI)
"
hi-tech04302025,Layers,Title (ANSI),"1:Layer2
"
hi-tech04302025,Layers,Border (ANSI),"1:Layer1
"
hi-tech04302025,Layers,Work Point (ANSI),"1:Work Point (ANSI)
"
hi-tech04302025,Layers,Work Plane (ANSI),"1:Work Plane (ANSI)
"
hi-tech04302025,Layers,Work Axis (ANSI),"1:Work Axis (ANSI)
"
hi-tech04302025,Layers,Visible Narrow (ANSI),"1:Visible Narrow (ANSI)
"
hi-tech04302025,Layers,Visible (ANSI),"1:Visible (ANSI)
"
hi-tech04302025,Layers,Tweak Trail (ANSI),"1:Tweak Trail (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Layers,Sketch Geometry (ANSI),"1:Sketch Geometry (ANSI)
"
hi-tech04302025,Layers,Section Line (ANSI),"1:Section Line (ANSI)
"
hi-tech04302025,Layers,Reference (ANSI),"1:Reference (ANSI)
"
hi-tech04302025,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
hi-tech04302025,Layers,Hidden (ANSI),"1:Hidden (ANSI)
"
hi-tech04302025,Layers,Hatch (ANSI),"1:Hatch (ANSI)
"
hi-tech04302025,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech04302025,Layers,Detail Boundary (ANSI),"1:Detail Boundary (ANSI)
"
hi-tech04302025,Layers,Centerline (ANSI),"1:Centerline (ANSI)
"
hi-tech04302025,Layers,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech04302025,Layers,Break Line (ANSI),"1:Break Line (ANSI)
"
hi-tech04302025,Layers,Bend Extent (ANSI),"1:Bend Extent (ANSI)
"
hi-tech04302025,Layers,Bend Centerline (ANSI),"1:Bend Centerline (ANSI)
"
hi-tech04302025,PartsList,Parts List (ANSI-AIP),"1:Parts List (ANSI-AIP)
"
hi-tech04302025,PartsList,Material List (ANSI),"1:Material List (ANSI)
"
hi-tech04302025,PartsList,Parts List (ANSI),"1:Parts List (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Dimension,Default - mm [in] (ANSI),"1:Default - mm [in] (ANSI)
"
hi-tech04302025,Dimension,Default - in [mm] (ANSI),"1:Default - in [mm] (ANSI)
"
hi-tech04302025,Dimension,Architectural (ANSI) Shop Drawing,"1:Architectural (ANSI)
"
hi-tech04302025,Dimension,Default - Fraction (ANSI) Listing,"1:Default - Fraction (ANSI)
"
hi-tech04302025,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech04302025,Hatch,Hatch (ANSI),"1:Hatch (ANSI)
"
hi-tech04302025,Id,Datum ID (ANSI),"1:Datum ID (ANSI)
"
hi-tech04302025,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech04302025,DatumTarget,Datum Target (ANSI),"1:Datum Target (ANSI)
"
hi-tech04302025,FeatureControlFrame,Feature Control Frame (ANSI),1:Feature Control Frame (ANSI) 
hi-tech04302025,WeldBead,Weld Bead Recovery (ANSI),"1:Weld Bead Recovery (ANSI)
"
hi-tech04302025,Weld,Weld Symbol (ANSI),"1:Weld Symbol (ANSI)
"
hi-tech04302025,SurfaceTexture,Surface Texture (ANSI),"1:Surface Texture (ANSI)
"
hi-tech04302025,Balloon,Balloon (ANSI),"1:Balloon (ANSI)
"
hi-tech04302025,Leader,Large (ANSI),"1:Large (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Leader,Datum (ANSI),"1:Datum (ANSI)
"
hi-tech04302025,Leader,Alternate (ANSI),"1:Alternate (ANSI)
"
hi-tech04302025,ObjectDefaults,Object Defaults (ANSI),"1:Object Defaults (ANSI)
"
hi-tech04302025,Standard,HI-TECH04302025,"1:Copy of HI-TECH
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Leader,Default (ANSI),"1:Default (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Leader,Default (ANSI),"1:Default (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Default (ANSI),"1:Default (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Default (ANSI),"1:Default (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Default (ANSI),"1:Default (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Leader,Default (ANSI),"1:Default (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Alternate (ANSI),"1:Alternate (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Leader,Default (ANSI),"1:Default (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Datum (ANSI),"1:Datum (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Datum (ANSI),"1:Datum (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Leader,Default (ANSI),"1:Default (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Default (ANSI),"1:Default (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Default (ANSI),"1:Default (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Default (ANSI),"1:Default (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Default (ANSI),"1:Default (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Default (ANSI),"1:Default (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Default (ANSI),"1:Default (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Default (ANSI),"1:Default (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Default (ANSI),"1:Default (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,JT STANDARD (ANSI),"1:JT STANDARD (ANSI)
"
htm elevator,Text,Note Text_JT,"1:Note Text JT
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Text,Note Text (ANSI),"1:Note Text (ANSI)
"
htm elevator,Leader,Default - mm [in] (ANSI),"1:Default - mm [in] (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Default - mm (ANSI),"1:Default - mm (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Miscellaneous Object (ANSI),"1:Miscellaneous Object (ANSI)
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Text,Note Text (ANSI),"1:Note Text (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Text,Note Text (ANSI),"1:Note Text (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Datum (ANSI),"1:Datum (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Leader,Alternate (ANSI),"1:Alternate (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,TransitionSymbol,Transition Symbol (Object Defaults (ANSI)),"1:Transition Symbol (Object Defaults (ANSI))
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,EdgeSymbol,Edge Symbol (Object Defaults (ANSI)),"1:Edge Symbol (Object Defaults (ANSI))
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Layers,Break Line (ANSI),"1:Break Line (ANSI)
"
htm elevator,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
htm elevator,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
htm elevator,Layers,Roll Centerline,"1:Roll Centerline
"
htm elevator,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
htm elevator,Layers,Center Mark (ANSI),"1:Center Mark (ANSI)
"
htm elevator,ViewAnnotation,View Annotation (ANSI) Listing,"1:View Annotation (ANSI)
"
htm elevator,Layers,Section Line (ANSI),"1:Section Line (ANSI)
"
htm elevator,Layers,Visible (ANSI),"1:Visible (ANSI)
"
htm elevator,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
htm elevator,Layers,Visible Narrow (ANSI),"1:Visible Narrow (ANSI)
"
htm elevator,Table,Table (ANSI),"1:Table (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,ViewAnnotation,View Annotation (ANSI) Listing,"1:View Annotation (ANSI)
"
htm elevator,Layers,Visible Narrow (ANSI),"1:Visible Narrow (ANSI)
"
htm elevator,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
htm elevator,Layers,Visible Narrow (ANSI),"1:Visible Narrow (ANSI)
"
htm elevator,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
htm elevator,Layers,Work Point (ANSI),"1:Work Point (ANSI)
"
htm elevator,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Layers,Bend Centerline (ANSI),"1:Bend Centerline (ANSI)
"
htm elevator,Layers,Bend Centerline (ANSI),"1:Bend Centerline (ANSI)
"
htm elevator,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Table,Table (ANSI),"1:Table (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Table,Table (ANSI),"1:Table (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Layers,3D Sketch Geometry (ANSI),"1:3D Sketch Geometry (ANSI)
"
htm elevator,Layers,Overlay (ANSI),"1:Overlay (ANSI)
"
htm elevator,Text,DEFAULT-ANSI TitleBlock,"1:DEFAULT-ANSI TitleBlock
"
htm elevator,Layers,Title (ANSI),"1:Layer2
"
htm elevator,Layers,Title (ANSI),"1:Layer2
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Layers,Border (ANSI),"1:Layer1
"
htm elevator,Layers,Border (ANSI),"1:Layer1
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Layers,Sketch Geometry (ANSI),"1:Sketch Geometry (ANSI)
"
htm elevator,Hatch,Hatch (ANSI),"1:Hatch (ANSI)
"
htm elevator,Layers,Hatch (ANSI),"1:Hatch (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Layers,Sketch Geometry (ANSI),"1:Sketch Geometry (ANSI)
"
htm elevator,Hatch,Hatch (ANSI),"1:Hatch (ANSI)
"
htm elevator,Layers,Hatch (ANSI),"1:Hatch (ANSI)
"
htm elevator,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
htm elevator,Layers,Work Point (ANSI),"1:Work Point (ANSI)
"
htm elevator,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
htm elevator,Layers,Work Axis (ANSI),"1:Work Axis (ANSI)
"
htm elevator,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
htm elevator,Layers,Work Plane (ANSI),"1:Work Plane (ANSI)
"
htm elevator,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Layers,Tweak Trail (ANSI),"1:Tweak Trail (ANSI)
"
htm elevator,Layers,Break Line (ANSI),"1:Break Line (ANSI)
"
htm elevator,Layers,Break Line (ANSI),"1:Break Line (ANSI)
"
htm elevator,ViewAnnotation,View Annotation (ANSI) Listing,"1:View Annotation (ANSI)
"
htm elevator,Layers,Section Line (ANSI),"1:Section Line (ANSI)
"
htm elevator,ViewAnnotation,View Annotation (ANSI) Listing,"1:View Annotation (ANSI)
"
htm elevator,Layers,Detail Boundary (ANSI),"1:Detail Boundary (ANSI)
"
htm elevator,Layers,Reference (ANSI),"1:Reference (ANSI)
"
htm elevator,Layers,Bend Extent (ANSI),"1:Bend Extent (ANSI)
"
htm elevator,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
htm elevator,Layers,Hidden (ANSI),"1:Hidden (ANSI)
"
htm elevator,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
htm elevator,Layers,Hidden (ANSI),"1:Hidden (ANSI)
"
htm elevator,Layers,Visible Narrow (ANSI),"1:Visible Narrow (ANSI)
"
htm elevator,Layers,Visible (ANSI),"1:Visible (ANSI)
"
htm elevator,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
htm elevator,Layers,Visible (ANSI),"1:Visible (ANSI)
"
htm elevator,WeldBead,Weld Bead Recovery (ANSI),"1:Weld Bead Recovery (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,WeldBead,Weld Bead Recovery (ANSI),"1:Weld Bead Recovery (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
htm elevator,Layers,Centerline (ANSI),"1:Centerline (ANSI)
"
htm elevator,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
htm elevator,Layers,Center Mark (ANSI),"1:Center Mark (ANSI)
"
htm elevator,RevisionTable,Revision Table (ANSI),"1:Revision Table_Note Text (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,PartsList,Parts List (ANSI),"1:Parts List (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,HoleTable,Hole Table (ANSI),"1:Hole Table (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,DatumTarget,Datum Target (ANSI),"1:Datum Target (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,RevisionTable,Revision Table (ANSI),"1:Revision Table_Note Text (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Balloon,Balloon (ANSI),"1:Balloon (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Id,Datum ID (ANSI),"1:Datum ID (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Id,Datum ID (ANSI),"1:Datum ID (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,FeatureControlFrame,Feature Control Frame (ANSI),1:Feature Control Frame (ANSI) 
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Weld,Weld Symbol (ANSI),"1:Weld Symbol (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,SurfaceTexture,Surface Texture (ANSI),"1:Surface Texture (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
htm elevator,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
htm elevator,Leader,General (ANSI),"1:General (ANSI)
"
htm elevator,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
htm elevator,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
htm elevator,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
htm elevator,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
htm elevator,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
htm elevator,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
htm elevator,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
htm elevator,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
htm elevator,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
htm elevator,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
